Anyo,cluster_k5,incidentes_por_distrito,tasa_extranjeros,parados,autonomos,tamanyo_hogar,precio_alquiler_m2,precio_venta_m2,renta
2019,1,729.2272727272727,11.781363636363636,11278.954545454546,1626.8863636363637,2.4004545454545454,16.125,4476.104166666667,
2019,2,718.7857142857143,12.084761904761905,8217.285714285714,676.4047619047619,2.7804761904761905,12.600198412698413,2986.404761904762,
2019,3,5190.0,22.866666666666664,14059.166666666666,2702.8333333333335,1.9916666666666665,18.566666666666663,5024.0,
2019,4,522.75,14.654166666666667,17435.833333333332,780.5833333333334,2.6999999999999997,10.872222222222222,2170.8125,
2020,0,1197.9583333333333,18.406666666666666,35637.583333333336,1766.9166666666667,2.6454166666666667,12.468055555555557,2401.722222222222,
2020,1,529.7045454545455,12.646818181818183,13608.454545454546,1683.5454545454545,2.408181818181818,15.957954545454545,4460.526515151515,
2020,2,651.452380952381,13.091904761904763,9888.809523809523,708.9047619047619,2.7914285714285714,12.793253968253968,2973.7321428571427,
2020,3,2652.0,24.238333333333333,18330.0,2795.1666666666665,2.018333333333333,18.325,4994.833333333333,
2020,4,492.5833333333333,16.136666666666667,20961.75,828.0,2.7291666666666665,11.267361111111112,2152.430555555555,
2021,0,930.7916666666666,19.299545454545456,36805.583333333336,1711.0833333333333,2.6283333333333334,11.785069444444446,2384.1666666666665,
2021,1,513.1136363636364,12.696578947368423,13803.227272727272,1619.7727272727273,2.390909090909091,14.878598484848483,4511.994318181818,
2021,2,596.8809523809524,13.782352941176471,10267.0,688.547619047619,2.777857142857143,12.142261904761906,3002.426587301587,
2021,3,2724.0,26.236,18361.166666666668,2695.3333333333335,2.025,16.641666666666666,4820.25,
2021,4,443.25,16.079,21758.416666666668,801.0,2.7075,10.706944444444444,2185.9791666666665,
2022,0,,19.072727272727274,29051.791666666668,,,12.379166666666668,2509.4083333333333,
2022,1,,12.763157894736842,11000.886363636364,,,16.010454545454547,4793.061363636364,
2022,2,,13.680588235294117,11687.833333333334,,,12.865,3132.264285714286,
2022,3,,27.315999999999995,136421.66666666666,,,18.62,5108.2,
2022,4,,16.012,18852.916666666668,,,11.281666666666666,2258.675,
