Anyo,codigo_barrio,nombre_barrio,area_barrio_m2,codigo_distrito,nombre_distrito,total_viviendas,tasa_extranjeros,parados,poblacion,renta,tamanyo_hogar,incidentes_por_distrito,autonomos,precio_venta_m2,precio_alquiler_m2
2016,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,10.56,11033.0,18262.0,44437.0,,684.0,1197.0,4189.0,13.483333333333334
2017,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,10.98,9783.0,18319.0,45521.0,,682.0,1275.0,4443.0,14.758333333333333
2018,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,11.29,8550.0,18487.0,48944.0,,472.0,1118.0,4975.666666666667,15.8
2019,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,8002.0,11.51,8306.0,18642.0,,2.33,582.0,1420.0,5051.416666666667,16.275
2020,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,8097.0,12.34,10289.0,18893.0,,2.33,285.0,1465.0,5090.416666666667,16.166666666666668
2021,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,8056.0,12.73,10453.0,18618.0,,2.31,445.0,1402.0,5098.666666666667,15.2
2022,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,12.78,4726.0,18410.0,,,,,5420.8,16.19
2005,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,15.54,,18507.0,,,,,,
2006,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,17.02,,18623.0,,,,,,
2007,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,15.72,,18791.0,,,,,4560.333333333333,
2008,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,15.25,,18828.0,,,,,4686.416666666667,
2009,53.0,CIUDAD JARDIN,762309.5546,5,Chamartín,,15.42,,18951.0,,,,,4623.583333333333,14.157142857142857
2010,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,9.38,,31759.0,,,,2153.0,4654.083333333333,14.341666666666669
2011,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,9.36,,31693.0,,,,2166.0,4528.666666666667,13.65
2012,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.5,1179.0,31521.0,,,,1873.0,4217.0,12.941666666666668
2013,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.23,14979.0,31546.0,58862.0576558333,,,1964.0,3954.9166666666665,12.3
2014,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,7.5,14379.0,31204.0,61176.6851220935,,848.0,2127.0,3881.6666666666665,12.35
2015,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,6.91,12938.0,30924.0,62635.3503539972,,901.0,2098.0,3992.5,12.641666666666666
2016,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,6.87,12136.0,31224.0,63487.0,,684.0,2073.0,4189.0,13.483333333333334
2017,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,6.73,11508.0,31247.0,66079.0,,682.0,2235.0,4443.0,14.758333333333333
2018,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,6.7,10611.0,31373.0,69389.0,,472.0,2005.0,4975.666666666667,15.8
2019,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,12381.0,7.16,9933.0,31733.0,,2.56,582.0,2430.0,5051.416666666667,16.275
2020,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,12461.0,7.84,12034.0,32042.0,,2.57,285.0,2467.0,5090.416666666667,16.166666666666668
2021,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,12406.0,8.08,12402.0,31642.0,,2.55,445.0,2401.0,5098.666666666667,15.2
2022,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.05,5538.0,31463.0,,,,,5420.8,16.19
2005,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.22,,30369.0,,,,,,
2006,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,9.11,,30535.0,,,,,,
2007,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.57,,30991.0,,,,,4560.333333333333,
2008,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,8.98,,31409.0,,,,,4686.416666666667,
2009,54.0,HISPANOAMERICA,1712523.615,5,Chamartín,,9.42,,31642.0,,,,,4623.583333333333,14.157142857142857
2010,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,12.89,,23811.0,,,,1716.0,4654.083333333333,14.341666666666669
2011,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,12.8,,23825.0,,,,1726.0,4528.666666666667,13.65
2012,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,11.23,813.0,23786.0,,,,1473.0,4217.0,12.941666666666668
2013,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,10.76,10504.0,23699.0,73269.8772947936,,,1492.0,3954.9166666666665,12.3
2014,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,9.85,9444.0,23378.0,77392.0553267785,,848.0,1648.0,3881.6666666666665,12.35
2015,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,8.91,8565.0,23315.0,80248.3920255963,,901.0,1682.0,3992.5,12.641666666666666
2016,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,8.69,8039.0,23548.0,73423.0,,684.0,1670.0,4189.0,13.483333333333334
2017,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,8.66,7398.0,24110.0,74482.0,,682.0,1783.0,4443.0,14.758333333333333
2018,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,9.02,7028.0,24496.0,78098.0,,472.0,1476.0,4975.666666666667,15.8
2019,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,9227.0,9.13,6749.0,24657.0,,2.67,582.0,2037.0,5051.416666666667,16.275
2020,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,9315.0,9.58,7941.0,25015.0,,2.69,285.0,2117.0,5090.416666666667,16.166666666666668
2021,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,9223.0,,7983.0,24697.0,,2.68,445.0,2051.0,5098.666666666667,15.2
2022,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,,8240.0,24366.0,,,,,5420.8,16.19
2005,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,11.28,,22479.0,,,,,,
2006,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,12.35,,22867.0,,,,,,
2007,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,11.93,,23083.0,,,,,4560.333333333333,
2008,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,12.46,,23447.0,,,,,4686.416666666667,
2009,55.0,NUEVA ESPA�A,1790094.356,5,Chamartín,,12.95,,23768.0,,,,,4623.583333333333,14.157142857142857
2010,56.0,CASTILLA,2161263.419,5,Chamartín,,10.17,,17115.0,,,,858.0,4654.083333333333,14.341666666666669
2011,56.0,CASTILLA,2161263.419,5,Chamartín,,10.04,,17200.0,,,,855.0,4528.666666666667,13.65
2012,56.0,CASTILLA,2161263.419,5,Chamartín,,9.17,744.0,17025.0,,,,758.0,4217.0,12.941666666666668
2013,56.0,CASTILLA,2161263.419,5,Chamartín,,9.0,9416.0,16832.0,53214.4407089014,,,767.0,3954.9166666666665,12.3
2014,56.0,CASTILLA,2161263.419,5,Chamartín,,8.47,8573.0,16692.0,55731.312256254,,848.0,852.0,3881.6666666666665,12.35
2015,56.0,CASTILLA,2161263.419,5,Chamartín,,7.8,7699.0,16396.0,54869.9650135588,,901.0,902.0,3992.5,12.641666666666666
2016,56.0,CASTILLA,2161263.419,5,Chamartín,,7.66,7289.0,16402.0,56554.0,,684.0,897.0,4189.0,13.483333333333334
2017,56.0,CASTILLA,2161263.419,5,Chamartín,,7.96,6715.0,16598.0,58137.0,,682.0,989.0,4443.0,14.758333333333333
2018,56.0,CASTILLA,2161263.419,5,Chamartín,,8.4,6433.0,16871.0,61310.0,,472.0,590.0,4975.666666666667,15.8
2019,56.0,CASTILLA,2161263.419,5,Chamartín,6640.0,8.49,6408.0,16880.0,,2.54,582.0,1032.0,5051.416666666667,16.275
2020,56.0,CASTILLA,2161263.419,5,Chamartín,6715.0,9.42,7713.0,17228.0,,2.57,285.0,1064.0,5090.416666666667,16.166666666666668
2021,56.0,CASTILLA,2161263.419,5,Chamartín,6676.0,9.97,7632.0,17091.0,,2.56,445.0,1020.0,5098.666666666667,15.2
2022,56.0,CASTILLA,2161263.419,5,Chamartín,,10.24,5422.0,16988.0,,,,,5420.8,16.19
2005,56.0,CASTILLA,2161263.419,5,Chamartín,,8.76,,16904.0,,,,,,
2006,56.0,CASTILLA,2161263.419,5,Chamartín,,9.66,,16819.0,,,,,,
2007,56.0,CASTILLA,2161263.419,5,Chamartín,,9.31,,16951.0,,,,,4560.333333333333,
2008,56.0,CASTILLA,2161263.419,5,Chamartín,,9.73,,17012.0,,,,,4686.416666666667,
2009,56.0,CASTILLA,2161263.419,5,Chamartín,,10.44,,17128.0,,,,,4623.583333333333,14.157142857142857
2010,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,28.26,,29801.0,,,,1183.0,3459.4166666666665,13.258333333333333
2011,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,27.85,,29590.0,,,,1191.0,3298.4166666666665,12.525
2012,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,26.08,2307.0,29262.0,,,,1037.0,2984.75,12.133333333333333
2013,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,24.79,28200.0,29074.0,29258.0087261599,,,1092.0,2706.083333333333,11.45
2014,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,23.0,26748.0,28326.0,29188.9605135898,,1095.0,1200.0,2585.1666666666665,11.25
2015,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,21.44,24496.0,28014.0,31125.2299026959,,970.0,1230.0,2584.25,11.666666666666666
2016,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,21.41,22332.0,28210.0,31745.0,,974.0,1190.0,2690.4166666666665,12.716666666666669
2017,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,21.44,19851.0,28359.0,32298.0,,1507.0,1204.0,2944.1666666666665,14.075
2018,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,21.93,17468.0,28750.0,33574.0,,620.0,875.0,3433.083333333333,15.075
2019,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,11860.0,22.82,16348.0,29146.0,,2.46,1088.0,1354.0,3703.0,15.841666666666669
2020,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,12039.0,24.08,20910.0,29895.0,,2.48,522.0,1420.0,3676.6666666666665,15.833333333333334
2021,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,11967.0,24.4,21051.0,29465.0,,2.46,587.0,1429.0,3660.3333333333335,14.533333333333331
2022,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,24.18,8680.0,28995.0,,,,,3841.6,15.74
2005,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,25.68,,28758.0,,,,,,
2006,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,27.25,,28953.0,,,,,,
2007,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,26.68,,28836.0,,,,,3736.875,
2008,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,28.43,,29567.0,,,,,3684.75,
2009,61.0,BELLAS VISTAS,715169.6587,6,Tetuán,,28.77,,29886.0,,,,,3511.9166666666665,13.9625
2010,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,18.21,,34693.0,,,,2655.0,3459.4166666666665,13.258333333333333
2011,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,17.99,,34473.0,,,,2774.0,3298.4166666666665,12.525
2012,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,16.63,2138.0,34244.0,,,,2409.0,2984.75,12.133333333333333
2013,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,15.91,26101.0,34252.0,40466.5976855013,,,2451.0,2706.083333333333,11.45
2014,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,14.63,24401.0,33633.0,40897.4817955285,,1095.0,2704.0,2585.1666666666665,11.25
2015,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,13.46,21939.0,33336.0,43306.0232761758,,970.0,2778.0,2584.25,11.666666666666666
2016,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,13.68,19531.0,33637.0,44416.0,,974.0,2707.0,2690.4166666666665,12.716666666666669
2017,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,13.8,17671.0,33938.0,44644.0,,1507.0,2962.0,2944.1666666666665,14.075
2018,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,14.12,16399.0,34254.0,46339.0,,620.0,2260.0,3433.083333333333,15.075
2019,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,15031.0,14.9,15035.0,34608.0,,2.3,1088.0,3171.0,3703.0,15.841666666666669
2020,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,15227.0,15.45,17693.0,35192.0,,2.31,522.0,3224.0,3676.6666666666665,15.833333333333334
2021,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,15146.0,15.93,18589.0,34817.0,,2.3,587.0,3088.0,3660.3333333333335,14.533333333333331
2022,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,16.29,40454.0,34471.0,,,,,3841.6,15.74
2005,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,17.54,,36105.0,,,,,,
2006,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,18.81,,36412.0,,,,,,
2007,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,17.07,,34900.0,,,,,3736.875,
2008,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,17.81,,34883.0,,,,,3684.75,
2009,62.0,CUATRO CAMINOS,1185033.992,6,Tetuán,,18.33,,34846.0,,,,,3511.9166666666665,13.9625
2010,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,19.36,,20705.0,,,,1884.0,3459.4166666666665,13.258333333333333
2011,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,18.73,,20502.0,,,,1882.0,3298.4166666666665,12.525
2012,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,16.67,1211.0,20343.0,,,,1606.0,2984.75,12.133333333333333
2013,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,16.05,14486.0,20397.0,43088.1252244618,,,1680.0,2706.083333333333,11.45
2014,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,15.02,13228.0,19963.0,44890.0583371455,,1095.0,1888.0,2585.1666666666665,11.25
2015,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,14.13,12176.0,19639.0,45025.3268859599,,970.0,1980.0,2584.25,11.666666666666666
2016,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,13.95,11176.0,19799.0,46596.0,,974.0,1892.0,2690.4166666666665,12.716666666666669
2017,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,14.23,10624.0,19982.0,46951.0,,1507.0,2088.0,2944.1666666666665,14.075
2018,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,14.69,9519.0,20363.0,48631.0,,620.0,1477.0,3433.083333333333,15.075
2019,63.0,CASTILLEJOS,704681.2648,6,Tetuán,9351.0,15.08,8658.0,20513.0,,2.19,1088.0,2168.0,3703.0,15.841666666666669
2020,63.0,CASTILLEJOS,704681.2648,6,Tetuán,9440.0,15.92,10858.0,20835.0,,2.21,522.0,2215.0,3676.6666666666665,15.833333333333334
2021,63.0,CASTILLEJOS,704681.2648,6,Tetuán,9367.0,15.89,11610.0,20541.0,,2.19,587.0,2200.0,3660.3333333333335,14.533333333333331
2022,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,15.9,5649.0,20282.0,,,,,3841.6,15.74
2005,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,17.18,,20894.0,,,,,,
2006,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,18.41,,20893.0,,,,,,
2007,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,18.11,,20519.0,,,,,3736.875,
2008,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,18.72,,20619.0,,,,,3684.75,
2009,63.0,CASTILLEJOS,704681.2648,6,Tetuán,,19.45,,20787.0,,,,,3511.9166666666665,13.9625
2010,64.0,ALMENARA,999367.231,6,Tetuán,,15.93,,22359.0,,,,777.0,3459.4166666666665,13.258333333333333
2011,64.0,ALMENARA,999367.231,6,Tetuán,,15.7,,22137.0,,,,771.0,3298.4166666666665,12.525
2012,64.0,ALMENARA,999367.231,6,Tetuán,,15.04,2068.0,22179.0,,,,652.0,2984.75,12.133333333333333
2013,64.0,ALMENARA,999367.231,6,Tetuán,,14.42,25633.0,22110.0,27278.7061824743,,,666.0,2706.083333333333,11.45
2014,64.0,ALMENARA,999367.231,6,Tetuán,,13.3,24973.0,21897.0,27382.438904218,,1095.0,722.0,2585.1666666666665,11.25
2015,64.0,ALMENARA,999367.231,6,Tetuán,,12.05,23359.0,21651.0,28746.7033662579,,970.0,750.0,2584.25,11.666666666666666
2016,64.0,ALMENARA,999367.231,6,Tetuán,,12.38,21854.0,21769.0,29675.0,,974.0,728.0,2690.4166666666665,12.716666666666669
2017,64.0,ALMENARA,999367.231,6,Tetuán,,12.41,20744.0,21982.0,30883.0,,1507.0,807.0,2944.1666666666665,14.075
2018,64.0,ALMENARA,999367.231,6,Tetuán,,13.31,19357.0,22421.0,31609.0,,620.0,686.0,3433.083333333333,15.075
2019,64.0,ALMENARA,999367.231,6,Tetuán,9324.0,14.4,18892.0,22642.0,,2.43,1088.0,901.0,3703.0,15.841666666666669
2020,64.0,ALMENARA,999367.231,6,Tetuán,9400.0,15.89,21965.0,23003.0,,2.45,522.0,955.0,3676.6666666666665,15.833333333333334
2021,64.0,ALMENARA,999367.231,6,Tetuán,9375.0,16.48,22749.0,22738.0,,2.43,587.0,873.0,3660.3333333333335,14.533333333333331
2022,64.0,ALMENARA,999367.231,6,Tetuán,,16.67,13168.0,22594.0,,,,,3841.6,15.74
2005,64.0,ALMENARA,999367.231,6,Tetuán,,11.74,,18407.0,,,,,,
2006,64.0,ALMENARA,999367.231,6,Tetuán,,14.06,,19759.0,,,,,,
2007,64.0,ALMENARA,999367.231,6,Tetuán,,14.04,,20899.0,,,,,3736.875,
2008,64.0,ALMENARA,999367.231,6,Tetuán,,15.03,,21470.0,,,,,3684.75,
2009,64.0,ALMENARA,999367.231,6,Tetuán,,15.82,,21920.0,,,,,3511.9166666666665,13.9625
2010,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,23.97,,25270.0,,,,1036.0,3459.4166666666665,13.258333333333333
2011,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,23.7,,25231.0,,,,1053.0,3298.4166666666665,12.525
2012,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,22.95,2117.0,25286.0,,,,900.0,2984.75,12.133333333333333
2013,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,22.31,26201.0,25494.0,26847.5047428857,,,905.0,2706.083333333333,11.45
2014,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,20.44,25376.0,24921.0,26530.5724314932,,1095.0,962.0,2585.1666666666665,11.25
2015,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,18.37,23136.0,24583.0,28242.0523623145,,970.0,981.0,2584.25,11.666666666666666
2016,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,18.87,21580.0,24932.0,28694.0,,974.0,994.0,2690.4166666666665,12.716666666666669
2017,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,19.83,19409.0,25214.0,28996.0,,1507.0,1068.0,2944.1666666666665,14.075
2018,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,21.22,17458.0,25571.0,30164.0,,620.0,806.0,3433.083333333333,15.075
2019,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,10607.0,22.68,17478.0,26021.0,,2.45,1088.0,1168.0,3703.0,15.841666666666669
2020,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,10763.0,23.85,21230.0,26545.0,,2.47,522.0,1220.0,3676.6666666666665,15.833333333333334
2021,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,10795.0,,21867.0,26625.0,,2.47,587.0,1167.0,3660.3333333333335,14.533333333333331
2022,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,,12105.0,26140.0,,,,,3841.6,15.74
2005,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,19.18,,23363.0,,,,,,
2006,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,20.95,,23606.0,,,,,,
2007,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,21.06,,23937.0,,,,,3736.875,
2008,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,22.56,,24409.0,,,,,3684.75,
2009,65.0,VALDEACEDERAS,1163408.913,6,Tetuán,,23.65,,24995.0,,,,,3511.9166666666665,13.9625
2010,66.0,BERRUGUETE,607063.3868,6,Tetuán,,26.84,,24699.0,,,,993.0,3459.4166666666665,13.258333333333333
2011,66.0,BERRUGUETE,607063.3868,6,Tetuán,,26.45,,24500.0,,,,969.0,3298.4166666666665,12.525
2012,66.0,BERRUGUETE,607063.3868,6,Tetuán,,25.1,1949.0,24450.0,,,,868.0,2984.75,12.133333333333333
2013,66.0,BERRUGUETE,607063.3868,6,Tetuán,,23.97,24060.0,24357.0,27221.0708321288,,,900.0,2706.083333333333,11.45
2014,66.0,BERRUGUETE,607063.3868,6,Tetuán,,21.97,22625.0,23783.0,26856.5614075824,,1095.0,972.0,2585.1666666666665,11.25
2015,66.0,BERRUGUETE,607063.3868,6,Tetuán,,20.29,21544.0,23637.0,28945.5254772727,,970.0,1026.0,2584.25,11.666666666666666
2016,66.0,BERRUGUETE,607063.3868,6,Tetuán,,21.27,19648.0,24198.0,29321.0,,974.0,1037.0,2690.4166666666665,12.716666666666669
2017,66.0,BERRUGUETE,607063.3868,6,Tetuán,,21.8,17955.0,24314.0,30201.0,,1507.0,1069.0,2944.1666666666665,14.075
2018,66.0,BERRUGUETE,607063.3868,6,Tetuán,,22.8,15657.0,24608.0,31387.0,,620.0,816.0,3433.083333333333,15.075
2019,66.0,BERRUGUETE,607063.3868,6,Tetuán,10255.0,24.05,14884.0,25007.0,,2.44,1088.0,1162.0,3703.0,15.841666666666669
2020,66.0,BERRUGUETE,607063.3868,6,Tetuán,10437.0,24.81,18964.0,25843.0,,2.48,522.0,1212.0,3676.6666666666665,15.833333333333334
2021,66.0,BERRUGUETE,607063.3868,6,Tetuán,10423.0,25.14,19482.0,25663.0,,2.46,587.0,1173.0,3660.3333333333335,14.533333333333331
2022,66.0,BERRUGUETE,607063.3868,6,Tetuán,,24.53,9356.0,24951.0,,,,,3841.6,15.74
2005,66.0,BERRUGUETE,607063.3868,6,Tetuán,,23.99,,22781.0,,,,,,
2006,66.0,BERRUGUETE,607063.3868,6,Tetuán,,25.45,,22992.0,,,,,,
2007,66.0,BERRUGUETE,607063.3868,6,Tetuán,,24.75,,23115.0,,,,,3736.875,
2008,66.0,BERRUGUETE,607063.3868,6,Tetuán,,25.75,,23522.0,,,,,3684.75,
2009,66.0,BERRUGUETE,607063.3868,6,Tetuán,,26.62,,24224.0,,,,,3511.9166666666665,13.9625
2010,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.68,,24236.0,,,,1347.0,4522.0,14.791666666666666
2011,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.4,,23806.0,,,,1399.0,4331.5,14.541666666666666
2012,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,12.24,1221.0,23415.0,,,,1224.0,4000.0,13.95
2013,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,12.26,14777.0,23473.0,41122.2622573944,,,1288.0,3707.3333333333335,13.366666666666667
2014,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,11.47,13429.0,22912.0,42284.7733234831,,685.0,1429.0,3585.75,13.366666666666667
2015,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,11.04,12500.0,22621.0,42607.6365402033,,542.0,1507.0,3700.8333333333335,13.808333333333332
2016,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,10.91,11980.0,22638.0,44361.0,,629.0,1498.0,3926.25,15.016666666666666
2017,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,10.32,10714.0,22406.0,45112.0,,749.0,1577.0,4416.833333333333,16.091666666666665
2018,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,10.54,9992.0,22666.0,46630.0,,355.0,1195.0,5142.0,17.599999999999998
2019,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,10498.0,11.28,9110.0,22891.0,,2.18,576.0,1825.0,5290.583333333333,18.141666666666666
2020,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,10637.0,12.46,11014.0,23329.0,,2.19,607.0,1919.0,5356.25,17.7
2021,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,10528.0,13.06,11067.0,22948.0,,2.18,488.0,1817.0,5319.666666666667,16.45
2022,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.11,8973.0,22659.0,,,,,5654.9,17.8
2005,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.98,,25603.0,,,,,,
2006,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,15.24,,25630.0,,,,,,
2007,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.49,,24596.0,,,,,,
2008,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.85,,24587.0,,,,,4805.25,
2009,71.0,GAZTAMBIDE,506477.7286,7,Chamberí,,13.83,,24340.0,,,,,4683.25,15.18
2010,72.0,ARAPILES,578229.6215,7,Chamberí,,14.83,,25911.0,,,,1269.0,4522.0,14.791666666666666
2011,72.0,ARAPILES,578229.6215,7,Chamberí,,14.3,,25594.0,,,,1299.0,4331.5,14.541666666666666
2012,72.0,ARAPILES,578229.6215,7,Chamberí,,12.62,1351.0,25052.0,,,,1113.0,4000.0,13.95
2013,72.0,ARAPILES,578229.6215,7,Chamberí,,12.36,16379.0,25002.0,41590.1229430118,,,1174.0,3707.3333333333335,13.366666666666667
2014,72.0,ARAPILES,578229.6215,7,Chamberí,,11.65,15260.0,24547.0,40170.2759776229,,685.0,1336.0,3585.75,13.366666666666667
2015,72.0,ARAPILES,578229.6215,7,Chamberí,,10.71,13787.0,24230.0,42210.1517765152,,542.0,1412.0,3700.8333333333335,13.808333333333332
2016,72.0,ARAPILES,578229.6215,7,Chamberí,,10.35,12238.0,24044.0,42935.0,,629.0,1391.0,3926.25,15.016666666666666
2017,72.0,ARAPILES,578229.6215,7,Chamberí,,10.51,11109.0,24179.0,44265.0,,749.0,1521.0,4416.833333333333,16.091666666666665
2018,72.0,ARAPILES,578229.6215,7,Chamberí,,10.67,10351.0,24335.0,46882.0,,355.0,1211.0,5142.0,17.599999999999998
2019,72.0,ARAPILES,578229.6215,7,Chamberí,11195.0,11.23,9655.0,24455.0,,2.18,576.0,1766.0,5290.583333333333,18.141666666666666
2020,72.0,ARAPILES,578229.6215,7,Chamberí,11359.0,12.2,11772.0,24704.0,,2.17,607.0,1843.0,5356.25,17.7
2021,72.0,ARAPILES,578229.6215,7,Chamberí,11203.0,12.71,11896.0,24260.0,,2.17,488.0,1784.0,5319.666666666667,16.45
2022,72.0,ARAPILES,578229.6215,7,Chamberí,,12.81,23556.0,23972.0,,,,,5654.9,17.8
2005,72.0,ARAPILES,578229.6215,7,Chamberí,,15.11,,27579.0,,,,,,
2006,72.0,ARAPILES,578229.6215,7,Chamberí,,16.09,,27404.0,,,,,,
2007,72.0,ARAPILES,578229.6215,7,Chamberí,,14.47,,26272.0,,,,,,
