Anyo,codigo_barrio,nombre_barrio,area_barrio_m2,codigo_distrito,nombre_distrito,total_viviendas,tasa_extranjeros,parados,poblacion,renta,tamanyo_hogar,incidentes_por_distrito,autonomos,precio_venta_m2,precio_alquiler_m2
2012,111.0,COMILLAS,666096.1285,11,Carabanchel,,20.64,2014.0,23279.0,,,,830.0,2058.1666666666665,9.45
2013,111.0,COMILLAS,666096.1285,11,Carabanchel,,18.75,24206.0,22864.0,26321.3272806828,,,862.0,1808.0,8.816666666666666
2014,111.0,COMILLAS,666096.1285,11,Carabanchel,,17.05,23232.0,22392.0,26236.1847750753,,3133.0,933.0,1651.9166666666667,8.366666666666667
2015,111.0,COMILLAS,666096.1285,11,Carabanchel,,15.44,21051.0,22176.0,27579.2279443115,,2268.0,968.0,1629.1666666666667,8.65
2016,111.0,COMILLAS,666096.1285,11,Carabanchel,,15.89,19203.0,22258.0,27920.0,,1756.0,978.0,1617.0833333333333,9.15
2017,111.0,COMILLAS,666096.1285,11,Carabanchel,,16.09,17154.0,22089.0,28516.0,,1734.0,1073.0,1764.5,9.966666666666669
2018,111.0,COMILLAS,666096.1285,11,Carabanchel,,16.75,16353.0,22248.0,29444.0,,585.0,729.0,2008.0,11.125
2019,111.0,COMILLAS,666096.1285,11,Carabanchel,9528.0,18.14,15819.0,22403.0,,2.35,1071.0,1215.0,2180.4166666666665,11.766666666666666
2020,111.0,COMILLAS,666096.1285,11,Carabanchel,9633.0,19.82,18872.0,23001.0,,2.39,1316.0,1233.0,2169.0,12.225
2021,111.0,COMILLAS,666096.1285,11,Carabanchel,9617.0,20.24,19765.0,22695.0,,2.36,1068.0,1165.0,2126.4166666666665,11.491666666666667
2022,111.0,COMILLAS,666096.1285,11,Carabanchel,,19.74,17142.0,22214.0,,,,,2232.3,12.08
2005,111.0,COMILLAS,666096.1285,11,Carabanchel,,17.49,,24850.0,,,,,,
2006,111.0,COMILLAS,666096.1285,11,Carabanchel,,19.33,,24856.0,,,,,,
2007,111.0,COMILLAS,666096.1285,11,Carabanchel,,19.44,,24117.0,,,,,3007.125,
2008,111.0,COMILLAS,666096.1285,11,Carabanchel,,21.52,,24310.0,,,,,2877.083333333333,
2009,111.0,COMILLAS,666096.1285,11,Carabanchel,,22.95,,24461.0,,,,,2741.583333333333,9.875
2010,112.0,OPA�EL,1107286.044,11,Carabanchel,,24.29,,33854.0,,,,1237.0,2618.9166666666665,10.125
2011,112.0,OPA�EL,1107286.044,11,Carabanchel,,23.84,,33427.0,,,,1242.0,2366.0,9.9
2012,112.0,OPA�EL,1107286.044,11,Carabanchel,,22.03,2768.0,32911.0,,,,1097.0,2058.1666666666665,9.45
2013,112.0,OPA�EL,1107286.044,11,Carabanchel,,20.16,34338.0,32239.0,27099.8840440472,,,1154.0,1808.0,8.816666666666666
2014,112.0,OPA�EL,1107286.044,11,Carabanchel,,18.99,33061.0,31749.0,27181.1030206259,,3133.0,1259.0,1651.9166666666667,8.366666666666667
2015,112.0,OPA�EL,1107286.044,11,Carabanchel,,17.68,31107.0,31432.0,28031.4791042033,,2268.0,1293.0,1629.1666666666667,8.65
2016,112.0,OPA�EL,1107286.044,11,Carabanchel,,17.74,28309.0,31538.0,28305.0,,1756.0,1301.0,1617.0833333333333,9.15
2017,112.0,OPA�EL,1107286.044,11,Carabanchel,,18.44,24516.0,32021.0,28721.0,,1734.0,1363.0,1764.5,9.966666666666669
2018,112.0,OPA�EL,1107286.044,11,Carabanchel,,19.53,22637.0,32492.0,30002.0,,585.0,944.0,2008.0,11.125
2019,112.0,OPA�EL,1107286.044,11,Carabanchel,13100.0,20.97,21899.0,33051.0,,2.52,1071.0,1546.0,2180.4166666666665,11.766666666666666
2020,112.0,OPA�EL,1107286.044,11,Carabanchel,13211.0,22.35,26383.0,33681.0,,2.55,1316.0,1549.0,2169.0,12.225
2021,112.0,OPA�EL,1107286.044,11,Carabanchel,13209.0,23.29,27054.0,33656.0,,2.55,1068.0,1531.0,2126.4166666666665,11.491666666666667
2022,112.0,OPA�EL,1107286.044,11,Carabanchel,,23.34,79030.0,33300.0,,,,,2232.3,12.08
2005,112.0,OPA�EL,1107286.044,11,Carabanchel,,18.47,,33902.0,,,,,,
2006,112.0,OPA�EL,1107286.044,11,Carabanchel,,20.39,,33969.0,,,,,,
2007,112.0,OPA�EL,1107286.044,11,Carabanchel,,21.28,,33486.0,,,,,3007.125,
2008,112.0,OPA�EL,1107286.044,11,Carabanchel,,22.9,,33695.0,,,,,2877.083333333333,
2009,112.0,OPA�EL,1107286.044,11,Carabanchel,,23.75,,33809.0,,,,,2741.583333333333,9.875
2010,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,23.55,,40576.0,,,,1322.0,2618.9166666666665,10.125
2011,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,23.26,,40505.0,,,,1295.0,2366.0,9.9
2012,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,21.32,3934.0,39632.0,,,,1110.0,2058.1666666666665,9.45
2013,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,19.85,49420.0,39073.0,25021.2390082136,,,1162.0,1808.0,8.816666666666666
2014,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,18.06,47415.0,38158.0,24846.9387792403,,3133.0,1282.0,1651.9166666666667,8.366666666666667
2015,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,16.58,44386.0,37659.0,26282.7243978732,,2268.0,1324.0,1629.1666666666667,8.65
2016,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,17.06,41300.0,37830.0,26487.0,,1756.0,1371.0,1617.0833333333333,9.15
2017,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,17.76,37945.0,37956.0,27032.0,,1734.0,1410.0,1764.5,9.966666666666669
2018,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,18.71,36161.0,38554.0,28092.0,,585.0,1086.0,2008.0,11.125
2019,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,15099.0,19.84,34610.0,38957.0,,2.58,1071.0,1561.0,2180.4166666666665,11.766666666666666
2020,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,15312.0,21.43,41512.0,40023.0,,2.61,1316.0,1672.0,2169.0,12.225
2021,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,15311.0,21.99,43008.0,39728.0,,2.59,1068.0,1594.0,2126.4166666666665,11.491666666666667
2022,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,21.64,18044.0,39391.0,,,,,2232.3,12.08
2005,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,19.21,,40128.0,,,,,,
2006,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,21.06,,40504.0,,,,,,
2007,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,21.89,,40122.0,,,,,3007.125,
2008,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,23.28,,40414.0,,,,,2877.083333333333,
2009,113.0,SAN ISIDRO,1899332.06,11,Carabanchel,,24.02,,40764.0,,,,,2741.583333333333,9.875
2010,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,26.32,,48567.0,,,,1855.0,2618.9166666666665,10.125
2011,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,25.83,,47771.0,,,,1850.0,2366.0,9.9
2012,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,23.52,4094.0,46358.0,,,,1610.0,2058.1666666666665,9.45
2013,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,21.43,50108.0,45366.0,26875.7557331186,,,1707.0,1808.0,8.816666666666666
2014,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,19.64,46854.0,44434.0,27013.2347589786,,3133.0,1814.0,1651.9166666666667,8.366666666666667
2015,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,17.8,43632.0,43851.0,27788.2132821128,,2268.0,1926.0,1629.1666666666667,8.65
2016,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,18.28,40188.0,44161.0,28178.0,,1756.0,1921.0,1617.0833333333333,9.15
2017,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,19.01,35839.0,44320.0,28333.0,,1734.0,2023.0,1764.5,9.966666666666669
2018,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,20.36,32946.0,45008.0,29307.0,,585.0,1562.0,2008.0,11.125
2019,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,17277.0,22.16,31095.0,45975.0,,2.66,1071.0,2166.0,2180.4166666666665,11.766666666666666
2020,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,17496.0,24.38,38231.0,47602.0,,2.72,1316.0,2232.0,2169.0,12.225
2021,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,17469.0,24.91,39076.0,47082.0,,2.7,1068.0,2132.0,2126.4166666666665,11.491666666666667
2022,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,24.65,18172.0,46474.0,,,,,2232.3,12.08
2005,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,20.07,,48791.0,,,,,,
2006,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,22.59,,49360.0,,,,,,
2007,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,23.58,,48499.0,,,,,3007.125,
2008,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,25.33,,48665.0,,,,,2877.083333333333,
2009,114.0,VISTA ALEGRE,1589225.482,11,Carabanchel,,26.16,,48724.0,,,,,2741.583333333333,9.875
2010,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,26.24,,35587.0,,,,979.0,2618.9166666666665,10.125
2011,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,25.16,,35327.0,,,,951.0,2366.0,9.9
2012,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,22.51,3232.0,34529.0,,,,841.0,2058.1666666666665,9.45
2013,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,20.63,40690.0,33844.0,24636.6814555009,,,872.0,1808.0,8.816666666666666
2014,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,18.23,38219.0,32910.0,24383.8135213148,,3133.0,944.0,1651.9166666666667,8.366666666666667
2015,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,17.12,34992.0,32442.0,25725.1872554806,,2268.0,968.0,1629.1666666666667,8.65
2016,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,17.77,32963.0,32800.0,26012.0,,1756.0,1009.0,1617.0833333333333,9.15
2017,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,18.47,30747.0,32991.0,26363.0,,1734.0,1075.0,1764.5,9.966666666666669
2018,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,20.36,29627.0,33933.0,27425.0,,585.0,861.0,2008.0,11.125
2019,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,12497.0,22.45,28073.0,34860.0,,2.79,1071.0,1161.0,2180.4166666666665,11.766666666666666
2020,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,12701.0,24.4,33963.0,35932.0,,2.83,1316.0,1206.0,2169.0,12.225
2021,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,12708.0,25.51,34995.0,35947.0,,2.83,1068.0,1166.0,2126.4166666666665,11.491666666666667
2022,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,25.05,19445.0,35395.0,,,,,2232.3,12.08
2005,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,19.76,,34672.0,,,,,,
2006,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,22.63,,35336.0,,,,,,
2007,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,24.24,,35350.0,,,,,3007.125,
2008,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,25.98,,35768.0,,,,,2877.083333333333,
2009,115.0,PUERTA BONITA,1608625.387,11,Carabanchel,,26.61,,35956.0,,,,,2741.583333333333,9.875
2010,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,16.28,,42807.0,,,,1152.0,2618.9166666666665,10.125
2011,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,15.76,,43385.0,,,,1206.0,2366.0,9.9
2012,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,14.2,3493.0,43758.0,,,,1092.0,2058.1666666666665,9.45
2013,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,13.06,43257.0,44056.0,29610.6700498598,,,1140.0,1808.0,8.816666666666666
2014,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,11.7,40291.0,43888.0,29879.3477260547,,3133.0,1323.0,1651.9166666666667,8.366666666666667
2015,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,10.62,36899.0,43674.0,31280.5620099041,,2268.0,1396.0,1629.1666666666667,8.65
2016,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,10.63,35188.0,44331.0,31741.0,,1756.0,1457.0,1617.0833333333333,9.15
2017,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,11.15,32115.0,45248.0,32278.0,,1734.0,1572.0,1764.5,9.966666666666669
2018,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,12.06,30170.0,46216.0,33558.0,,585.0,1128.0,2008.0,11.125
2019,116.0,BUENAVISTA,5613180.402,11,Carabanchel,17143.0,13.11,28869.0,47055.0,,2.74,1071.0,1713.0,2180.4166666666665,11.766666666666666
2020,116.0,BUENAVISTA,5613180.402,11,Carabanchel,17395.0,14.32,33665.0,48010.0,,2.76,1316.0,1807.0,2169.0,12.225
2021,116.0,BUENAVISTA,5613180.402,11,Carabanchel,17437.0,,35069.0,48008.0,,2.75,1068.0,1751.0,2126.4166666666665,11.491666666666667
2022,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,,24428.0,47815.0,,,,,2232.3,12.08
2005,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,15.27,,27531.0,,,,,,
2006,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,16.48,,31349.0,,,,,,
2007,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,16.8,,35919.0,,,,,3007.125,
2008,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,17.43,,39505.0,,,,,2877.083333333333,
2009,116.0,BUENAVISTA,5613180.402,11,Carabanchel,,17.24,,41798.0,,,,,2741.583333333333,9.875
2010,117.0,ABRANTES,1564570.609,11,Carabanchel,,24.78,,31197.0,,,,785.0,2618.9166666666665,10.125
2011,117.0,ABRANTES,1564570.609,11,Carabanchel,,24.04,,30901.0,,,,831.0,2366.0,9.9
2012,117.0,ABRANTES,1564570.609,11,Carabanchel,,21.42,2667.0,30333.0,,,,717.0,2058.1666666666665,9.45
2013,117.0,ABRANTES,1564570.609,11,Carabanchel,,19.23,33456.0,29962.0,27438.806196786,,,764.0,1808.0,8.816666666666666
2014,117.0,ABRANTES,1564570.609,11,Carabanchel,,17.09,32467.0,29249.0,26840.5427329657,,3133.0,846.0,1651.9166666666667,8.366666666666667
2015,117.0,ABRANTES,1564570.609,11,Carabanchel,,15.49,29568.0,28996.0,27997.6117863216,,2268.0,866.0,1629.1666666666667,8.65
2016,117.0,ABRANTES,1564570.609,11,Carabanchel,,15.81,26687.0,29082.0,28661.0,,1756.0,920.0,1617.0833333333333,9.15
2017,117.0,ABRANTES,1564570.609,11,Carabanchel,,16.33,24859.0,29373.0,28797.0,,1734.0,1014.0,1764.5,9.966666666666669
2018,117.0,ABRANTES,1564570.609,11,Carabanchel,,17.68,23327.0,29769.0,30009.0,,585.0,632.0,2008.0,11.125
2019,117.0,ABRANTES,1564570.609,11,Carabanchel,11036.0,19.62,22701.0,30739.0,,2.79,1071.0,1189.0,2180.4166666666665,11.766666666666666
2020,117.0,ABRANTES,1564570.609,11,Carabanchel,11175.0,22.06,27698.0,31947.0,,2.86,1316.0,1244.0,2169.0,12.225
2021,117.0,ABRANTES,1564570.609,11,Carabanchel,11120.0,22.59,28140.0,31517.0,,2.83,1068.0,1185.0,2126.4166666666665,11.491666666666667
2022,117.0,ABRANTES,1564570.609,11,Carabanchel,,22.32,20227.0,30925.0,,,,,2232.3,12.08
2005,117.0,ABRANTES,1564570.609,11,Carabanchel,,19.01,,29843.0,,,,,,
2006,117.0,ABRANTES,1564570.609,11,Carabanchel,,21.51,,30702.0,,,,,,
2007,117.0,ABRANTES,1564570.609,11,Carabanchel,,23.25,,30857.0,,,,,3007.125,
2008,117.0,ABRANTES,1564570.609,11,Carabanchel,,25.02,,31321.0,,,,,2877.083333333333,
2009,117.0,ABRANTES,1564570.609,11,Carabanchel,,25.26,,31461.0,,,,,2741.583333333333,9.875
2010,121.0,ORCASITAS,1356362.732,12,Usera,,7.71,,22438.0,,,,340.0,2424.5,10.42
2011,121.0,ORCASITAS,1356362.732,12,Usera,,7.61,,22437.0,,,,362.0,2253.6666666666665,10.233333333333333
2012,121.0,ORCASITAS,1356362.732,12,Usera,,7.27,2134.0,22390.0,,,,327.0,1921.25,8.941666666666666
2013,121.0,ORCASITAS,1356362.732,12,Usera,,6.98,26207.0,22389.0,25968.5679783784,,,344.0,1672.75,8.466666666666667
2014,121.0,ORCASITAS,1356362.732,12,Usera,,6.24,25372.0,22239.0,25885.7725176583,,957.0,375.0,1500.5,8.283333333333333
2015,121.0,ORCASITAS,1356362.732,12,Usera,,6.06,23277.0,22212.0,26857.9425527045,,1329.0,406.0,1508.6666666666667,8.558333333333334
2016,121.0,ORCASITAS,1356362.732,12,Usera,,6.17,21329.0,22256.0,27579.0,,1233.0,415.0,1507.5833333333333,9.05
2017,121.0,ORCASITAS,1356362.732,12,Usera,,6.66,19922.0,22398.0,28256.0,,1126.0,437.0,1607.4166666666667,9.733333333333333
2018,121.0,ORCASITAS,1356362.732,12,Usera,,7.25,18240.0,22555.0,29430.0,,324.0,412.0,1861.3333333333333,10.766666666666666
2019,121.0,ORCASITAS,1356362.732,12,Usera,8436.0,8.29,17720.0,22837.0,,2.71,809.0,527.0,2036.5,11.6
2020,121.0,ORCASITAS,1356362.732,12,Usera,8437.0,9.56,20768.0,23173.0,,2.75,728.0,579.0,1991.6666666666667,12.016666666666666
2021,121.0,ORCASITAS,1356362.732,12,Usera,8437.0,10.23,21846.0,23095.0,,2.74,597.0,563.0,1979.5,11.216666666666669
2022,121.0,ORCASITAS,1356362.732,12,Usera,,10.21,15078.0,22996.0,,,,,2096.6,12.31
2005,121.0,ORCASITAS,1356362.732,12,Usera,,4.74,,21311.0,,,,,,
2006,121.0,ORCASITAS,1356362.732,12,Usera,,5.96,,21946.0,,,,,,
2007,121.0,ORCASITAS,1356362.732,12,Usera,,6.07,,21990.0,,,,,3020.0,
2008,121.0,ORCASITAS,1356362.732,12,Usera,,6.9,,22131.0,,,,,2804.75,
2009,121.0,ORCASITAS,1356362.732,12,Usera,,7.59,,22401.0,,,,,2581.25,
2010,122.0,ORCASUR,1387349.575,12,Usera,,13.89,,13385.0,,,,231.0,2424.5,10.42
2011,122.0,ORCASUR,1387349.575,12,Usera,,14.01,,13423.0,,,,236.0,2253.6666666666665,10.233333333333333
2012,122.0,ORCASUR,1387349.575,12,Usera,,13.13,1544.0,13308.0,,,,211.0,1921.25,8.941666666666666
2013,122.0,ORCASUR,1387349.575,12,Usera,,11.88,19304.0,13316.0,23197.5568721109,,,205.0,1672.75,8.466666666666667
2014,122.0,ORCASUR,1387349.575,12,Usera,,10.73,18878.0,13174.0,23155.196623717,,957.0,201.0,1500.5,8.283333333333333
2015,122.0,ORCASUR,1387349.575,12,Usera,,10.16,18157.0,13236.0,24995.8694500883,,1329.0,223.0,1508.6666666666667,8.558333333333334
2016,122.0,ORCASUR,1387349.575,12,Usera,,10.54,16010.0,13269.0,25065.0,,1233.0,245.0,1507.5833333333333,9.05
2017,122.0,ORCASUR,1387349.575,12,Usera,,11.48,15016.0,13331.0,25933.0,,1126.0,267.0,1607.4166666666667,9.733333333333333
2018,122.0,ORCASUR,1387349.575,12,Usera,,13.39,14646.0,13572.0,27367.0,,324.0,219.0,1861.3333333333333,10.766666666666666
2019,122.0,ORCASUR,1387349.575,12,Usera,4724.0,14.88,14117.0,13808.0,,2.92,809.0,308.0,2036.5,11.6
2020,122.0,ORCASUR,1387349.575,12,Usera,4768.0,16.72,16508.0,14154.0,,2.97,728.0,337.0,1991.6666666666667,12.016666666666666
2021,122.0,ORCASUR,1387349.575,12,Usera,4772.0,18.05,17667.0,14141.0,,2.96,597.0,326.0,1979.5,11.216666666666669
2022,122.0,ORCASUR,1387349.575,12,Usera,,18.2,48157.0,14250.0,,,,,2096.6,12.31
2005,122.0,ORCASUR,1387349.575,12,Usera,,8.11,,11911.0,,,,,,
2006,122.0,ORCASUR,1387349.575,12,Usera,,10.47,,12094.0,,,,,,
2007,122.0,ORCASUR,1387349.575,12,Usera,,12.68,,12544.0,,,,,3020.0,
2008,122.0,ORCASUR,1387349.575,12,Usera,,13.98,,12844.0,,,,,2804.75,
2009,122.0,ORCASUR,1387349.575,12,Usera,,14.0,,13202.0,,,,,2581.25,
2010,123.0,SAN FERMIN,1475399.064,12,Usera,,21.57,,23273.0,,,,423.0,2424.5,10.42
2011,123.0,SAN FERMIN,1475399.064,12,Usera,,20.84,,23090.0,,,,438.0,2253.6666666666665,10.233333333333333
2012,123.0,SAN FERMIN,1475399.064,12,Usera,,18.95,2299.0,22799.0,,,,398.0,1921.25,8.941666666666666
2013,123.0,SAN FERMIN,1475399.064,12,Usera,,17.32,27802.0,22647.0,24201.506311662,,,396.0,1672.75,8.466666666666667
2014,123.0,SAN FERMIN,1475399.064,12,Usera,,15.9,26119.0,22349.0,24195.7489579663,,957.0,420.0,1500.5,8.283333333333333
2015,123.0,SAN FERMIN,1475399.064,12,Usera,,14.74,25391.0,22463.0,25440.2477533762,,1329.0,449.0,1508.6666666666667,8.558333333333334
2016,123.0,SAN FERMIN,1475399.064,12,Usera,,15.51,23480.0,22835.0,26143.0,,1233.0,499.0,1507.5833333333333,9.05
2017,123.0,SAN FERMIN,1475399.064,12,Usera,,16.19,21383.0,22926.0,26284.0,,1126.0,535.0,1607.4166666666667,9.733333333333333
2018,123.0,SAN FERMIN,1475399.064,12,Usera,,17.49,20292.0,23209.0,27478.0,,324.0,396.0,1861.3333333333333,10.766666666666666
2019,123.0,SAN FERMIN,1475399.064,12,Usera,8263.0,19.1,19600.0,23666.0,,2.86,809.0,675.0,2036.5,11.6
2020,123.0,SAN FERMIN,1475399.064,12,Usera,8316.0,20.37,22892.0,24001.0,,2.89,728.0,727.0,1991.6666666666667,12.016666666666666
2021,123.0,SAN FERMIN,1475399.064,12,Usera,8296.0,20.92,24142.0,23838.0,,2.87,597.0,698.0,1979.5,11.216666666666669
2022,123.0,SAN FERMIN,1475399.064,12,Usera,,20.42,10610.0,23460.0,,,,,2096.6,12.31
2005,123.0,SAN FERMIN,1475399.064,12,Usera,,17.06,,20639.0,,,,,,
2006,123.0,SAN FERMIN,1475399.064,12,Usera,,18.7,,21716.0,,,,,,
2007,123.0,SAN FERMIN,1475399.064,12,Usera,,19.66,,22011.0,,,,,3020.0,
2008,123.0,SAN FERMIN,1475399.064,12,Usera,,20.78,,22664.0,,,,,2804.75,
2009,123.0,SAN FERMIN,1475399.064,12,Usera,,21.67,,23028.0,,,,,2581.25,
2010,124.0,ALMENDRALES,780140.8801,12,Usera,,34.0,,22607.0,,,,722.0,2424.5,10.42
2011,124.0,ALMENDRALES,780140.8801,12,Usera,,32.7,,22172.0,,,,685.0,2253.6666666666665,10.233333333333333
2012,124.0,ALMENDRALES,780140.8801,12,Usera,,30.61,1902.0,21955.0,,,,586.0,1921.25,8.941666666666666
2013,124.0,ALMENDRALES,780140.8801,12,Usera,,28.46,23622.0,21371.0,24290.8396102831,,,619.0,1672.75,8.466666666666667
2014,124.0,ALMENDRALES,780140.8801,12,Usera,,26.0,22060.0,20678.0,24167.0342135445,,957.0,682.0,1500.5,8.283333333333333
2015,124.0,ALMENDRALES,780140.8801,12,Usera,,24.26,20874.0,20293.0,25506.2488443106,,1329.0,722.0,1508.6666666666667,8.558333333333334
2016,124.0,ALMENDRALES,780140.8801,12,Usera,,24.1,19227.0,20421.0,25887.0,,1233.0,747.0,1507.5833333333333,9.05
2017,124.0,ALMENDRALES,780140.8801,12,Usera,,25.14,17483.0,20525.0,26470.0,,1126.0,790.0,1607.4166666666667,9.733333333333333
2018,124.0,ALMENDRALES,780140.8801,12,Usera,,26.19,16833.0,20986.0,27823.0,,324.0,545.0,1861.3333333333333,10.766666666666666
2019,124.0,ALMENDRALES,780140.8801,12,Usera,7646.0,27.38,16101.0,21439.0,,2.8,809.0,844.0,2036.5,11.6
2020,124.0,ALMENDRALES,780140.8801,12,Usera,7710.0,29.2,20175.0,22179.0,,2.88,728.0,883.0,1991.6666666666667,12.016666666666666
2021,124.0,ALMENDRALES,780140.8801,12,Usera,7907.0,29.18,21026.0,22516.0,,2.85,597.0,867.0,1979.5,11.216666666666669
2022,124.0,ALMENDRALES,780140.8801,12,Usera,,28.27,13170.0,22499.0,,,,,2096.6,12.31
2005,124.0,ALMENDRALES,780140.8801,12,Usera,,27.01,,19700.0,,,,,,
2006,124.0,ALMENDRALES,780140.8801,12,Usera,,30.26,,20528.0,,,,,,
2007,124.0,ALMENDRALES,780140.8801,12,Usera,,31.02,,21039.0,,,,,3020.0,
2008,124.0,ALMENDRALES,780140.8801,12,Usera,,33.73,,22171.0,,,,,2804.75,
2009,124.0,ALMENDRALES,780140.8801,12,Usera,,34.18,,22562.0,,,,,2581.25,
2010,125.0,MOSCARDO,908787.6515,12,Usera,,29.8,,27554.0,,,,956.0,2424.5,10.42
2011,125.0,MOSCARDO,908787.6515,12,Usera,,29.72,,27443.0,,,,970.0,2253.6666666666665,10.233333333333333
2012,125.0,MOSCARDO,908787.6515,12,Usera,,27.38,2359.0,26545.0,,,,845.0,1921.25,8.941666666666666
2013,125.0,MOSCARDO,908787.6515,12,Usera,,25.69,28495.0,25853.0,25745.4739127673,,,869.0,1672.75,8.466666666666667
2014,125.0,MOSCARDO,908787.6515,12,Usera,,24.17,26147.0,25213.0,24962.4344890203,,957.0,949.0,1500.5,8.283333333333333
2015,125.0,MOSCARDO,908787.6515,12,Usera,,22.95,24363.0,24849.0,26358.1596933887,,1329.0,963.0,1508.6666666666667,8.558333333333334
2016,125.0,MOSCARDO,908787.6515,12,Usera,,23.83,22519.0,25273.0,26567.0,,1233.0,999.0,1507.5833333333333,9.05
2017,125.0,MOSCARDO,908787.6515,12,Usera,,24.5,20175.0,25348.0,26986.0,,1126.0,1040.0,1607.4166666666667,9.733333333333333
2018,125.0,MOSCARDO,908787.6515,12,Usera,,25.74,18878.0,25726.0,28149.0,,324.0,794.0,1861.3333333333333,10.766666666666666
2019,125.0,MOSCARDO,908787.6515,12,Usera,9763.0,27.22,17833.0,26353.0,,2.7,809.0,1189.0,2036.5,11.6
2020,125.0,MOSCARDO,908787.6515,12,Usera,9881.0,29.19,22944.0,27128.0,,2.75,728.0,1263.0,1991.6666666666667,12.016666666666666
2021,125.0,MOSCARDO,908787.6515,12,Usera,9808.0,29.7,23537.0,26623.0,,2.71,597.0,1216.0,1979.5,11.216666666666669
2022,125.0,MOSCARDO,908787.6515,12,Usera,,28.74,12701.0,26139.0,,,,,2096.6,12.31
2005,125.0,MOSCARDO,908787.6515,12,Usera,,21.52,,26911.0,,,,,,
2006,125.0,MOSCARDO,908787.6515,12,Usera,,24.56,,27386.0,,,,,,
2007,125.0,MOSCARDO,908787.6515,12,Usera,,25.79,,26941.0,,,,,3020.0,
2008,125.0,MOSCARDO,908787.6515,12,Usera,,28.0,,27392.0,,,,,2804.75,
2009,125.0,MOSCARDO,908787.6515,12,Usera,,28.98,,27534.0,,,,,2581.25,
2010,126.0,ZOFIO,774025.5366,12,Usera,,28.35,,14614.0,,,,374.0,2424.5,10.42
