Anyo,codigo_distrito,precio_alquiler_m2
2008,1,18.166666666666668
2009,1,16.516666666666666
2009,2,12.149999999999999
2009,4,15.6875
2009,5,14.157142857142857
2009,6,13.9625
2009,7,15.180000000000001
2009,8,10.049999999999999
2009,9,13.433333333333332
2009,11,9.875
2009,15,12.0
2009,16,11.185714285714285
2009,20,11.95
2010,1,15.533333333333333
2010,2,12.108333333333334
2010,3,13.266666666666667
2010,4,15.191666666666668
2010,5,14.341666666666667
2010,6,13.258333333333333
2010,7,14.791666666666666
2010,8,10.116666666666667
2010,9,13.025
2010,10,9.8
2010,11,10.125
2010,12,10.42
2010,13,10.081818181818182
2010,15,11.275
2010,16,11.466666666666667
2010,18,9.8375
2010,20,11.299999999999999
2010,21,11.125
2011,1,15.091666666666667
2011,2,12.008333333333333
2011,3,12.799999999999999
2011,4,14.85
2011,5,13.65
2011,6,12.525
2011,7,14.541666666666666
2011,8,10.808333333333335
2011,9,12.216666666666667
2011,10,9.525
2011,11,9.9
2011,12,10.233333333333333
2011,13,9.85
2011,14,9.090909090909092
2011,15,11.191666666666668
2011,16,11.533333333333333
2011,17,8.95
2011,18,9.958333333333334
2011,19,8.879999999999999
2011,20,10.625
2011,21,10.916666666666666
2012,1,14.258333333333333
2012,2,11.591666666666667
2012,3,12.366666666666667
2012,4,14.183333333333332
2012,5,12.941666666666668
2012,6,12.133333333333333
2012,7,13.950000000000001
2012,8,10.358333333333333
2012,9,11.566666666666668
2012,10,9.258333333333333
2012,11,9.450000000000001
2012,12,8.941666666666666
2012,13,9.408333333333333
2012,14,8.941666666666666
2012,15,10.825000000000001
2012,16,11.016666666666666
2012,17,8.549999999999999
2012,18,9.308333333333332
2012,19,8.608333333333333
2012,20,9.958333333333334
2012,21,10.316666666666666
2013,1,13.408333333333333
2013,2,11.174999999999999
2013,3,11.683333333333332
2013,4,13.625
2013,5,12.299999999999999
2013,6,11.450000000000001
2013,7,13.366666666666667
2013,8,10.041666666666666
2013,9,10.975
2013,10,8.683333333333334
2013,11,8.816666666666666
2013,12,8.466666666666667
2013,13,8.758333333333333
2013,14,8.424999999999999
2013,15,10.141666666666667
2013,16,10.466666666666667
2013,17,7.858333333333333
2013,18,8.841666666666667
2013,19,8.216666666666667
2013,20,9.333333333333334
2013,21,9.791666666666666
2014,1,13.491666666666667
2014,2,11.058333333333332
2014,3,11.808333333333332
2014,4,13.733333333333334
2014,5,12.350000000000001
2014,6,11.25
2014,7,13.366666666666667
2014,8,9.941666666666666
2014,9,11.166666666666666
2014,10,8.483333333333333
2014,11,8.366666666666667
2014,12,8.283333333333333
2014,13,8.291666666666666
2014,14,8.174999999999999
2014,15,10.0
2014,16,10.3
2014,17,7.533333333333334
2014,18,8.883333333333333
2014,19,8.066666666666666
2014,20,8.941666666666666
2014,21,9.549999999999999
2015,1,14.049999999999999
2015,2,11.575000000000001
2015,3,12.233333333333334
2015,4,14.341666666666667
2015,5,12.641666666666666
2015,6,11.666666666666666
2015,7,13.808333333333332
2015,8,10.291666666666666
2015,9,11.758333333333333
2015,10,8.575
2015,11,8.65
2015,12,8.558333333333334
2015,13,8.475
2015,14,8.575
2015,15,10.308333333333334
2015,16,10.533333333333333
2015,17,7.741666666666667
2015,18,8.783333333333333
2015,19,8.341666666666667
2015,20,9.633333333333333
2015,21,9.625
2016,1,15.666666666666666
2016,2,12.299999999999999
2016,3,13.216666666666667
2016,4,15.383333333333333
2016,5,13.483333333333334
2016,6,12.716666666666667
2016,7,15.016666666666666
2016,8,10.700000000000001
2016,9,12.233333333333334
2016,10,9.066666666666666
2016,11,9.15
2016,12,9.049999999999999
2016,13,9.033333333333333
2016,14,8.958333333333334
2016,15,10.891666666666666
2016,16,10.791666666666666
2016,17,8.049999999999999
2016,18,9.158333333333333
2016,19,8.825000000000001
2016,20,9.783333333333333
2016,21,9.958333333333334
2017,1,17.466666666666665
2017,2,13.666666666666666
2017,3,14.299999999999999
2017,4,17.033333333333335
2017,5,14.758333333333333
2017,6,14.075000000000001
2017,7,16.091666666666665
2017,8,11.491666666666667
2017,9,13.174999999999999
2017,10,10.033333333333333
2017,11,9.966666666666667
2017,12,9.733333333333333
2017,13,9.941666666666666
2017,14,9.616666666666667
2017,15,11.966666666666667
2017,16,11.516666666666666
2017,17,8.65
2017,18,9.866666666666665
2017,19,9.358333333333333
2017,20,10.625
2017,21,10.975
2018,1,18.416666666666668
2018,2,14.666666666666666
2018,3,15.65
2018,4,18.408333333333335
2018,5,15.799999999999999
2018,6,15.075000000000001
2018,7,17.599999999999998
2018,8,12.083333333333334
2018,9,14.191666666666668
2018,10,10.958333333333334
2018,11,11.125
2018,12,10.766666666666666
2018,13,11.049999999999999
2018,14,10.208333333333334
2018,15,13.116666666666667
2018,16,13.025
2018,17,9.75
2018,18,10.658333333333333
2018,19,9.758333333333333
2018,20,11.416666666666666
2018,21,11.566666666666668
2019,1,18.566666666666666
2019,2,15.633333333333333
2019,3,16.26666666666667
2019,4,18.816666666666666
2019,5,16.275
2019,6,15.841666666666667
2019,7,18.141666666666666
2019,8,12.383333333333333
2019,9,14.866666666666667
2019,10,12.041666666666666
2019,11,11.766666666666666
2019,12,11.6
2019,13,11.825000000000001
2019,14,11.016666666666666
2019,15,13.549999999999999
2019,16,12.716666666666667
2019,17,10.725
2019,18,11.174999999999999
2019,19,10.741666666666667
2019,20,11.799999999999999
2019,21,11.783333333333333
2020,1,18.325
2020,2,15.591666666666667
2020,3,15.975
2020,4,18.325
2020,5,16.166666666666668
2020,6,15.833333333333334
2020,7,17.7
2020,8,12.725
2020,9,14.908333333333333
2020,10,12.508333333333333
2020,11,12.225
2020,12,12.016666666666666
2020,13,12.458333333333334
2020,14,11.616666666666667
2020,15,13.6
2020,16,12.674999999999999
2020,17,10.958333333333334
2020,18,11.483333333333334
2020,19,10.716666666666667
2020,20,12.116666666666667
2020,21,11.666666666666666
2021,1,16.641666666666666
2021,2,14.366666666666667
2021,3,14.883333333333333
2021,4,17.0
2021,5,15.200000000000001
2021,6,14.533333333333333
2021,7,16.45
2021,8,12.141666666666666
2021,9,14.225
2021,10,11.65
2021,11,11.491666666666667
2021,12,11.216666666666667
2021,13,11.775
2021,14,10.908333333333333
2021,15,12.758333333333333
2021,16,12.458333333333334
2021,17,10.541666666666666
2021,18,11.149999999999999
2021,19,10.325000000000001
2021,20,11.424999999999999
2021,21,11.408333333333333
2022,1,18.619999999999997
2022,2,15.330000000000002
2022,3,16.0
2022,4,18.85
2022,5,16.19
2022,6,15.74
2022,7,17.8
2022,8,12.68
2022,9,15.080000000000002
2022,10,12.379999999999999
2022,11,12.08
2022,12,12.31
2022,13,12.370000000000001
2022,14,11.43
2022,15,13.430000000000001
2022,16,12.88
2022,17,11.190000000000001
2022,18,11.51
2022,19,10.85
2022,20,11.99
2022,21,12.11
