Anyo,codigo_distrito,codigo_barrio,poblacion
2018,17,172,15498
2018,17,173,18268
2018,17,174,36975
2018,17,175,30483
2018,18,181,39740
2018,18,182,24295
2018,19,191,34200
2018,19,192,17637
2018,20,201,27242
2018,20,202,8941
2018,20,203,8346
2018,20,204,23939
2018,20,205,31560
2018,20,206,16315
2018,20,207,28519
2018,20,208,11287
2018,21,211,19446
2018,21,212,1794
2018,21,213,7336
2018,21,214,11750
2018,21,215,7510
2019,1,11,22923
2019,1,12,45259
2019,1,13,10484
2019,1,14,17153
2019,1,15,31725
2019,1,16,7337
2019,2,21,22766
2019,2,22,36785
2019,2,23,19993
2019,2,24,19652
2019,2,25,27658
2019,2,26,25801
2019,2,27,1175
2019,3,31,33571
2019,3,32,18474
2019,3,33,23306
2019,3,34,21646
2019,3,35,7039
2019,3,36,15343
2019,4,41,15734
2019,4,42,29649
2019,4,43,21071
2019,4,44,41609
2019,4,45,20961
2019,4,46,17124
2019,5,51,17302
2019,5,52,36651
2019,5,53,18642
2019,5,54,31733
2019,5,55,24657
2019,5,56,16880
2019,6,61,29146
2019,6,62,34608
2019,6,63,20513
2019,6,64,22642
2019,6,65,26021
2019,6,66,25007
2019,7,71,22891
2019,7,72,24455
2019,7,73,24696
2019,7,74,19807
2019,7,75,27382
2019,7,76,20217
2019,8,81,3454
2019,8,82,3265
2019,8,83,44508
2019,8,84,46419
2019,8,85,33765
2019,8,86,63201
2019,8,87,32898
2019,8,88,18511
2019,9,91,12991
2019,9,92,24093
2019,9,93,16260
2019,9,94,29722
2019,9,95,6726
2019,9,96,2808
2019,9,97,26823
2019,10,101,17397
2019,10,102,41730
2019,10,103,36090
2019,10,104,66351
2019,10,105,19281
2019,10,106,5748
2019,10,107,51557
2019,11,111,22403
2019,11,112,33051
2019,11,113,38957
2019,11,114,45975
2019,11,115,34860
2019,11,116,47055
2019,11,117,30739
2019,12,121,22837
2019,12,122,13808
2019,12,123,23666
2019,12,124,21439
2019,12,125,26353
2019,12,126,13968
2019,12,127,17430
2019,13,131,34698
2019,13,132,41664
2019,13,133,40166
2019,13,134,42594
2019,13,135,28350
2019,13,136,47298
2019,14,141,9137
2019,14,142,6334
2019,14,143,27260
2019,14,144,17871
2019,14,145,17139
2019,14,146,16868
2019,15,151,48099
2019,15,152,62111
2019,15,153,24622
2019,15,154,20856
2019,15,155,18130
2019,15,156,12487
2019,15,157,6387
2019,15,158,1568
2019,15,159,22010
2019,16,161,6790
2019,16,162,14911
2019,16,163,40578
2019,16,164,52691
2019,16,165,15418
2019,16,166,57879
2019,17,171,45204
2019,17,172,16052
2019,17,173,18870
2019,17,174,37587
2019,17,175,31170
2019,18,181,40280
2019,18,182,24328
2019,19,191,34816
2019,19,192,17638
2019,20,201,27918
2019,20,202,9157
2019,20,203,8575
2019,20,204,24211
2019,20,205,31677
2019,20,206,16693
2019,20,207,28584
2019,20,208,11351
2019,21,211,19526
2019,21,212,1851
2019,21,213,7565
2019,21,214,12388
2019,21,215,7642
2020,1,11,23593
2020,1,12,47048
2020,1,13,10771
2020,1,14,18021
2020,1,15,33418
2020,1,16,7622
2020,2,21,22908
2020,2,22,36922
2020,2,23,20287
2020,2,24,19810
2020,2,25,28233
2020,2,26,26289
2020,2,27,1211
2020,3,31,33767
2020,3,32,18785
2020,3,33,23354
2020,3,34,21993
2020,3,35,7046
2020,3,36,15461
2020,4,41,15846
2020,4,42,29945
2020,4,43,21249
2020,4,44,42306
2020,4,45,21211
2020,4,46,17297
2020,5,51,17433
2020,5,52,36940
2020,5,53,18893
2020,5,54,32042
2020,5,55,25015
2020,5,56,17228
2020,6,61,29895
2020,6,62,35192
2020,6,63,20835
2020,6,64,23003
2020,6,65,26545
2020,6,66,25843
2020,7,71,23329
2020,7,72,24704
2020,7,73,25023
2020,7,74,19838
2020,7,75,27569
2020,7,76,20403
2020,8,81,3472
2020,8,82,3308
2020,8,83,44938
2020,8,84,46855
2020,8,85,33644
2020,8,86,64668
2020,8,87,34046
2020,8,88,19042
2020,9,91,13201
2020,9,92,24423
2020,9,93,16395
2020,9,94,30405
2020,9,95,6957
2020,9,96,2799
2020,9,97,27503
2020,10,101,17736
2020,10,102,42362
2020,10,103,36783
2020,10,104,67418
2020,10,105,19848
2020,10,106,5881
2020,10,107,52111
2020,11,111,23001
2020,11,112,33681
2020,11,113,40023
2020,11,114,47602
2020,11,115,35932
2020,11,116,48010
2020,11,117,31947
2020,12,121,23173
2020,12,122,14154
2020,12,123,24001
2020,12,124,22179
2020,12,125,27128
2020,12,126,14412
2020,12,127,17847
2020,13,131,35516
2020,13,132,43899
2020,13,133,40910
2020,13,134,43164
2020,13,135,28968
2020,13,136,48410
2020,14,141,9355
2020,14,142,6435
2020,14,143,27232
2020,14,144,17951
2020,14,145,17519
2020,14,146,17122
2020,15,151,48891
2020,15,152,63521
2020,15,153,25151
2020,15,154,21153
2020,15,155,18107
2020,15,156,12725
2020,15,157,6519
2020,15,158,1555
2020,15,159,22245
2020,16,161,6839
2020,16,162,14939
2020,16,163,40838
2020,16,164,53162
2020,16,165,15555
2020,16,166,61931
2020,17,171,46749
2020,17,172,16898
2020,17,173,20026
2020,17,174,38107
2020,17,175,32538
2020,18,181,40956
2020,18,182,24684
2020,19,191,35666
2020,19,192,17834
2020,20,201,28698
2020,20,202,9342
2020,20,203,8874
2020,20,204,24692
2020,20,205,31794
2020,20,206,17299
2020,20,207,29047
2020,20,208,11476
2020,21,211,19820
2020,21,212,1900
2020,21,213,7683
2020,21,214,12853
2020,21,215,7754
2021,1,11,23584
2021,1,12,47238
2021,1,13,10787
2021,1,14,18208
2021,1,15,33426
2021,1,16,7993
2021,2,21,22596
2021,2,22,36395
2021,2,23,20077
2021,2,24,19572
2021,2,25,28374
2021,2,26,25785
2021,2,27,1444
2021,3,31,33067
2021,3,32,18653
2021,3,33,23051
2021,3,34,21558
2021,3,35,6928
2021,3,36,15300
2021,4,41,15629
2021,4,42,29479
2021,4,43,20963
2021,4,44,41939
2021,4,45,20864
2021,4,46,17142
2021,5,51,17349
2021,5,52,36303
2021,5,53,18618
2021,5,54,31642
2021,5,55,24697
2021,5,56,17091
2021,6,61,29465
2021,6,62,34817
2021,6,63,20541
2021,6,64,22738
2021,6,65,26625
2021,6,66,25663
2021,7,71,22948
2021,7,72,24260
2021,7,73,24628
2021,7,74,19546
2021,7,75,27216
2021,7,76,20069
2021,8,81,3443
2021,8,82,3356
2021,8,83,44383
2021,8,84,45970
2021,8,85,33005
2021,8,86,64042
2021,8,87,34565
2021,8,88,18928
2021,9,91,13066
2021,9,92,24162
2021,9,93,16175
2021,9,94,30091
2021,9,95,6856
2021,9,96,2916
2021,9,97,27568
2021,10,101,17577
2021,10,102,41982
2021,10,103,36576
2021,10,104,66968
2021,10,105,19579
2021,10,106,5874
2021,10,107,51599
2021,11,111,22695
2021,11,112,33656
2021,11,113,39728
2021,11,114,47082
2021,11,115,35947
2021,11,116,48008
2021,11,117,31517
2021,12,121,23095
2021,12,122,14141
2021,12,123,23838
2021,12,124,22516
2021,12,125,26623
2021,12,126,14336
2021,12,127,17905
2021,13,131,35239
2021,13,132,43574
2021,13,133,40468
2021,13,134,42924
2021,13,135,28736
2021,13,136,48116
2021,14,141,8972
2021,14,142,6371
2021,14,143,26658
2021,14,144,17660
2021,14,145,17290
2021,14,146,16859
2021,15,151,48411
2021,15,152,62731
2021,15,153,24621
2021,15,154,20727
2021,15,155,17823
2021,15,156,12484
2021,15,157,6367
2021,15,158,1580
2021,15,159,22074
2021,16,161,6891
2021,16,162,14835
2021,16,163,40281
2021,16,164,52494
2021,16,165,15473
2021,16,166,63254
2021,17,171,46637
2021,17,172,16986
2021,17,173,20722
2021,17,174,37790
2021,17,175,32673
2021,18,181,40241
2021,18,182,24288
2021,19,191,35548
2021,19,192,17546
2021,20,201,28451
2021,20,202,9359
2021,20,203,8885
2021,20,204,24642
2021,20,205,31534
2021,20,206,17098
2021,20,207,28925
2021,20,208,11364
2021,21,211,19657
2021,21,212,1918
2021,21,213,7504
2021,21,214,13334
2021,21,215,7664
2022,1,11,23417
2022,1,12,46444
2022,1,13,10828
2022,1,14,18015
2022,1,15,32861
2022,1,16,8117
2022,2,21,22456
2022,2,22,36038
2022,2,23,19734
2022,2,24,19469
2022,2,25,28243
2022,2,26,25078
2022,2,27,1620
2022,3,31,32745
2022,3,32,18715
2022,3,33,22780
2022,3,34,21377
2022,3,35,6926
2022,3,36,15129
2022,4,41,15647
2022,4,42,29441
2022,4,43,20848
2022,4,44,41721
2022,4,45,20785
2022,4,46,17015
2022,5,51,17181
2022,5,52,35963
2022,5,53,18410
2022,5,54,31463
2022,5,55,24366
2022,5,56,16988
2022,6,61,28995
2022,6,62,34471
2022,6,63,20282
2022,6,64,22594
2022,6,65,26140
2022,6,66,24951
2022,7,71,22659
2022,7,72,23972
2022,7,73,24495
2022,7,74,19358
2022,7,75,26901
2022,7,76,19902
2022,8,81,3382
2022,8,82,3346
2022,8,83,43887
2022,8,84,45354
2022,8,85,32346
2022,8,86,63651
2022,8,87,35240
2022,8,88,19075
2022,9,91,12804
2022,9,92,24165
2022,9,93,16220
2022,9,94,29802
2022,9,95,7048
2022,9,96,2998
2022,9,97,27323
2022,10,101,17543
2022,10,102,41401
2022,10,103,36062
2022,10,104,65833
2022,10,105,19337
2022,10,106,5966
2022,10,107,50906
2022,11,111,22214
2022,11,112,33300
2022,11,113,39391
2022,11,114,46474
2022,11,115,35395
2022,11,116,47815
2022,11,117,30925
2022,12,121,22996
2022,12,122,14250
2022,12,123,23460
2022,12,124,22499
2022,12,125,26139
2022,12,126,14022
2022,12,127,17442
2022,13,131,34690
2022,13,132,42910
2022,13,133,39935
2022,13,134,42540
2022,13,135,28249
2022,13,136,47314
2022,14,141,8719
2022,14,142,6354
2022,14,143,26297
2022,14,144,17377
2022,14,145,17044
2022,14,146,16599
2022,15,151,47801
2022,15,152,61935
2022,15,153,24183
2022,15,154,20440
2022,15,155,17546
2022,15,156,12287
2022,15,157,6338
2022,15,158,1607
2022,15,159,21768
2022,16,161,6933
2022,16,162,14948
2022,16,163,39708
2022,16,164,51844
2022,16,165,15374
2022,16,166,66210
2022,17,171,46156
2022,17,172,16640
2022,17,173,20813
2022,17,174,37319
2022,17,175,32901
2022,18,181,39578
2022,18,182,24110
2022,19,191,35086
2022,19,192,17431
2022,20,201,28171
2022,20,202,9274
2022,20,203,8710
2022,20,204,24960
2022,20,205,30887
2022,20,206,16971
2022,20,207,28541
2022,20,208,11269
2022,21,211,19662
2022,21,212,1895
2022,21,213,7351
2022,21,214,11895
2022,21,215,7601
