Anyo,codigo_distrito,codigo_barrio,tasa_extranjeros
2022,4,41,20.02
2022,4,42,16.6
2022,4,43,13.25
2022,4,44,12.13
2022,4,46,19.8
2022,5,51,11.29
2022,5,52,10.95
2022,5,53,12.78
2022,5,54,8.05
2022,5,56,10.24
2022,6,61,24.18
2022,6,62,16.29
2022,6,63,15.9
2022,6,64,16.67
2022,6,66,24.53
2022,7,71,13.11
2022,7,72,12.81
2022,7,73,15.4
2022,7,74,14.87
2022,7,76,7.63
2022,8,81,4.82
2022,8,82,6.99
2022,8,83,7.85
2022,8,84,12.26
2022,8,85,5.29
2022,8,86,12.6
2022,8,88,6.25
2022,9,91,8.83
2022,9,92,15.2
2022,9,93,9.55
2022,9,94,11.67
2022,9,95,8.75
2022,9,97,10.46
2022,10,101,17.42
2022,10,102,21.57
2022,10,103,18.36
2022,10,104,17.59
2022,10,105,21.79
2022,10,107,12.67
2022,11,111,19.74
2022,11,112,23.34
2022,11,113,21.64
2022,11,114,24.65
2022,11,115,25.05
2022,11,117,22.32
2022,12,121,10.21
2022,12,122,18.2
2022,12,123,20.42
2022,12,124,28.27
2022,12,125,28.74
2022,12,127,36.62
2022,13,131,17.78
2022,13,132,31.87
2022,13,133,15.61
2022,13,134,13.81
2022,13,136,23.42
2022,14,141,10.24
2022,14,142,6.96
2022,14,143,6.89
2022,14,144,10.6
2022,14,146,12.83
2022,15,151,18.5
2022,15,152,18.99
2022,15,153,20.05
2022,15,154,14.64
2022,15,155,9.1
2022,15,156,10.43
2022,15,157,10.93
2022,15,159,5.32
2022,16,161,11.34
2022,16,162,16.42
2022,16,163,9.99
2022,16,164,12.13
2022,16,166,10.49
2022,17,171,22.44
2022,17,172,35.75
2022,17,173,14.46
2022,17,175,18.76
2022,18,181,18.16
2022,19,191,21.19
2022,19,192,8.09
2022,20,201,19.31
2022,20,202,16.9
2022,20,203,20.57
2022,20,204,11.68
2022,20,205,5.97
2022,20,206,18.5
2022,20,208,9.21
2022,21,211,6.63
2022,21,212,22.53
2022,21,213,19.26
2022,21,214,10.16
2022,21,215,6.66
