Anyo,codigo_distrito,codigo_barrio,parados
2021,3,31,17101.0
2021,3,32,9910.0
2021,3,33,8508.0
2021,3,34,10561.0
2021,3,35,2533.0
2021,3,36,5482.0
2021,4,41,4959.0
2021,4,42,13029.0
2021,4,43,11645.0
2021,4,44,21335.0
2021,4,45,9029.0
2021,4,46,5292.0
2021,5,51,5161.0
2021,5,52,20241.0
2021,5,53,10453.0
2021,5,54,12402.0
2021,5,55,7983.0
2021,5,56,7632.0
2021,6,61,21051.0
2021,6,62,18589.0
2021,6,63,11610.0
2021,6,64,22749.0
2021,6,65,21867.0
2021,6,66,19482.0
2021,7,71,11067.0
2021,7,72,11896.0
2021,7,73,12833.0
2021,7,74,6987.0
2021,7,75,11802.0
2021,7,76,7557.0
2021,8,81,1959.0
2021,8,82,891.0
2021,8,83,23841.0
2021,8,84,27847.0
2021,8,85,12661.0
2021,8,86,38207.0
2021,8,87,12639.0
2021,8,88,5981.0
2021,9,91,8006.0
2021,9,92,11104.0
2021,9,93,6246.0
2021,9,94,18517.0
2021,9,95,1758.0
2021,9,96,820.0
2021,9,97,10009.0
2021,10,101,18822.0
2021,10,102,37729.0
2021,10,103,29898.0
2021,10,104,46555.0
2021,10,105,13057.0
2021,10,106,4519.0
2021,10,107,36045.0
2021,11,111,19765.0
2021,11,112,27054.0
2021,11,113,43008.0
2021,11,114,39076.0
2021,11,115,34995.0
2021,11,116,35069.0
2021,11,117,28140.0
2021,12,121,21846.0
2021,12,122,17667.0
2021,12,123,24142.0
2021,12,124,21026.0
2021,12,125,23537.0
2021,12,126,13609.0
2021,12,127,16337.0
2021,13,131,41989.0
2021,13,132,46650.0
2021,13,133,38577.0
2021,13,134,41309.0
2021,13,135,30719.0
2021,13,136,49229.0
2021,14,141,7426.0
2021,14,142,5441.0
2021,14,143,16988.0
2021,14,144,14041.0
2021,14,145,14231.0
2021,14,146,11836.0
2021,15,151,37036.0
2021,15,152,47096.0
2021,15,153,18021.0
2021,15,154,14318.0
2021,15,155,11153.0
2021,15,156,6001.0
2021,15,157,3349.0
2021,15,158,593.0
2021,15,159,9526.0
2021,16,161,3003.0
2021,16,162,5650.0
2021,16,163,23729.0
2021,16,164,38395.0
2021,16,165,11435.0
2021,16,166,28420.0
2021,17,171,53237.0
2021,17,172,22475.0
2021,17,173,16414.0
2021,17,174,35511.0
2021,17,175,28454.0
2021,18,181,44595.0
2021,18,182,19427.0
2021,19,191,35047.0
2021,19,192,16535.0
2021,20,201,23778.0
2021,20,202,9806.0
2021,20,203,10905.0
2021,20,204,23276.0
2021,20,205,17554.0
2021,20,206,10522.0
2021,20,207,22472.0
2021,20,208,6399.0
2021,21,211,8440.0
2021,21,212,1443.0
2021,21,213,5861.0
2021,21,214,7833.0
2021,21,215,2969.0
2022,1,11,736572.0
2022,1,12,45611.0
2022,1,13,4360.0
2022,1,14,9208.0
2022,1,15,18940.0
2022,1,16,3839.0
2022,2,21,6041.0
2022,2,22,35221.0
2022,2,23,6267.0
2022,2,24,7108.0
2022,2,25,11127.0
2022,2,26,9390.0
2022,2,27,3078.0
2022,3,31,5986.0
2022,3,32,20789.0
2022,3,33,4264.0
2022,3,34,8286.0
2022,3,35,4062.0
2022,3,36,4304.0
2022,4,41,3082.0
2022,4,42,22987.0
2022,4,43,5161.0
2022,4,44,7799.0
2022,4,45,6203.0
2022,4,46,4854.0
2022,5,51,2896.0
2022,5,52,25508.0
2022,5,53,4726.0
2022,5,54,5538.0
2022,5,55,8240.0
2022,5,56,5422.0
2022,6,61,8680.0
2022,6,62,40454.0
2022,6,63,5649.0
2022,6,64,13168.0
2022,6,65,12105.0
2022,6,66,9356.0
2022,7,71,8973.0
2022,7,72,23556.0
2022,7,73,5945.0
2022,7,74,5429.0
2022,7,75,7128.0
2022,7,76,6098.0
2022,8,81,2872.0
2022,8,82,39500.0
2022,8,83,10263.0
2022,8,84,9935.0
2022,8,85,4250.0
2022,8,86,19525.0
2022,8,87,12714.0
2022,8,88,5782.0
2022,9,91,4509.0
2022,9,92,20970.0
2022,9,93,3314.0
2022,9,94,8523.0
2022,9,95,3534.0
2022,9,96,2131.0
2022,9,97,8711.0
2022,10,101,9134.0
2022,10,102,70485.0
2022,10,103,13586.0
2022,10,104,20775.0
2022,10,105,14924.0
2022,10,106,10544.0
2022,10,107,25424.0
2022,11,111,17142.0
2022,11,112,79030.0
2022,11,113,18044.0
2022,11,114,18172.0
2022,11,115,19445.0
2022,11,116,24428.0
2022,11,117,20227.0
2022,12,121,15078.0
2022,12,122,48157.0
2022,12,123,10610.0
2022,12,124,13170.0
2022,12,125,12701.0
2022,12,126,11637.0
2022,12,127,10848.0
2022,13,131,18966.0
2022,13,132,95341.0
2022,13,133,18263.0
2022,13,134,27017.0
2022,13,135,24031.0
2022,13,136,27870.0
2022,14,141,16783.0
2022,14,142,24298.0
2022,14,143,6987.0
2022,14,144,6847.0
2022,14,145,6400.0
2022,14,146,9452.0
2022,15,151,15413.0
2022,15,152,60501.0
2022,15,153,8706.0
2022,15,154,15360.0
2022,15,155,17052.0
2022,15,156,7199.0
2022,15,157,5047.0
2022,15,158,3451.0
2022,15,159,4842.0
2022,16,161,3851.0
2022,16,162,36573.0
2022,16,163,9755.0
2022,16,164,13551.0
2022,16,165,5486.0
2022,16,166,16627.0
2022,17,171,26044.0
2022,17,172,55223.0
2022,17,173,8198.0
2022,17,174,27000.0
2022,17,175,15777.0
2022,18,181,23880.0
2022,18,182,38588.0
2022,19,191,23226.0
2022,19,192,27112.0
2022,20,201,9500.0
2022,20,202,42789.0
2022,20,203,5622.0
2022,20,204,14548.0
2022,20,205,9294.0
2022,20,206,6504.0
2022,20,207,14131.0
2022,20,208,8074.0
2022,21,211,4820.0
2022,21,212,8614.0
2022,21,213,2315.0
2022,21,214,5066.0
2022,21,215,1438.0
