Anyo,codigo_distrito,codigo_barrio,autonomos
2021,9,97,1729
2021,10,101,607
2021,10,102,2032
2021,10,103,1266
2021,10,104,2562
2021,10,105,634
2021,10,106,155
2021,10,107,1523
2021,11,111,1165
2021,11,112,1531
2021,11,113,1594
2021,11,114,2132
2021,11,115,1166
2021,11,116,1751
2021,11,117,1185
2021,12,121,563
2021,12,122,326
2021,12,123,698
2021,12,124,867
2021,12,125,1216
2021,12,126,479
2021,12,127,833
2021,13,131,1057
2021,13,132,1821
2021,13,133,1225
2021,13,134,1246
2021,13,135,1024
2021,13,136,1663
2021,14,141,221
2021,14,142,241
2021,14,143,1133
2021,14,144,555
2021,14,145,562
2021,14,146,477
2021,15,151,2095
2021,15,152,2799
2021,15,153,1417
2021,15,154,1200
2021,15,155,837
2021,15,156,762
2021,15,157,469
2021,15,158,141
2021,15,159,1165
2021,16,161,399
2021,16,162,968
2021,16,163,1739
2021,16,164,2072
2021,16,165,532
2021,16,166,2309
2021,17,171,2045
2021,17,172,302
2021,17,173,495
2021,17,174,1137
2021,17,175,1235
2021,18,181,1644
2021,18,182,787
2021,19,191,1209
2021,19,192,482
2021,20,201,1778
2021,20,202,205
2021,20,203,244
2021,20,204,699
2021,20,205,1181
2021,20,206,861
2021,20,207,1276
2021,20,208,539
2021,21,211,819
2021,21,212,345
2021,21,213,375
2021,21,214,495
2021,21,215,424
